freq,vout_pp,vin_pp,gain,gain_db
1.0,0.0021624109662612434,0.045463106222133835,0.04756408318638967,-26.454417400158658
1.584893,0.0022079381363828234,0.040797265498180156,0.05411975801371572,-25.33288307871775
2.511886,0.002162272841132527,0.03887613844130705,0.05561953753192339,-25.095452531000916
3.981072,0.002516163564784551,0.04538379176988768,0.05544189823411879,-25.123238173087294
6.309573,0.001996812485375046,0.04276002853820129,0.04669810927724517,-26.614014057663645
10.0,0.0019699122410547516,0.045479725276917904,0.04331407520736567,-27.26741907450906
15.848932,0.002059285738325151,0.044749068069985784,0.046018516745522146,-26.74134766972135
25.118864,0.0020991432074978977,0.045115009310261474,0.046528710502126494,-26.645579666966736
39.810717,0.0019394681014667156,0.044530591413413895,0.04355361202057811,-27.219516438588446
63.095734,0.0019097811786792194,0.0452085106795515,0.042243841922070716,-27.48473182384105
100.0,0.0018880869558520683,0.04542426550485736,0.04156560232438253,-27.625318435679933
158.489319,0.0018714485683210317,0.03889163573736401,0.048119564344348,-26.353566264924055
251.188643,0.0024405390318878923,0.044417474443915146,0.05494547050327008,-25.20136206718105
398.107171,0.0031642025885840245,0.04516920893971591,0.07005220288021996,-23.09156406447166
630.957344,0.0040015482794824525,0.04537436029241585,0.08818963515285737,-21.091649082042046
1000.0,0.004663648817715769,0.04542901403791857,0.10265793604552206,-19.77214943097159
1584.893192,0.00502485389588817,0.04515018705474509,0.11129198401316655,-19.070722306157386
2511.886432,0.005398211551313138,0.0452110839417595,0.11940017979367767,-18.45990038484601
3981.071706,0.0055231382301940335,0.045565061203672395,0.12121432703680614,-18.328920906151097
6309.573445,0.004967110109447039,0.04034595500801039,0.12311296407436277,-18.193924249332966
10000.0,0.005489381400030356,0.045600395682114256,0.12038012648612705,-18.388904093758693
