freq,vout_pp,vin_pp,gain,gain_db
1.0,0.002488985745850036,0.04550687224504537,0.054694722424502115,-25.24109154736916
1.584893,0.0025200238327650125,0.04091881709573733,0.06158594044566193,-24.21036844625267
2.511886,0.0023073149149549247,0.03895266864890574,0.059233808490801364,-24.548606862168345
3.981072,0.0024733301198079094,0.04545551203447921,0.05441210557548715,-25.28608935906547
6.309573,0.0023180794673717626,0.04269870569755136,0.05428922093778354,-25.305727810411657
10.0,0.002327353216117111,0.04546548505481379,0.05118945092769214,-25.816390575766867
15.848932,0.0026153757445219216,0.044829508840228655,0.058340495182382233,-24.68059777988961
25.118864,0.002785578913017189,0.045154659763928344,0.061689733187679556,-24.195742162106654
39.810717,0.0026939891765248086,0.04446885783944359,0.0605814789813481,-24.35320256803361
63.095734,0.002589181619964256,0.04519037167418101,0.057294983954370854,-24.837667957264316
100.0,0.0023931422752530413,0.04543857220523726,0.052667638068460414,-25.569123151299156
158.489319,0.0020202721977756574,0.038921808822924536,0.05190591750159716,-25.695662557176263
251.188643,0.002272504279223585,0.044348172002982446,0.051242343857391855,-25.807420271345215
398.107171,0.0024179829594012372,0.04520491289799734,0.05348938432548906,-25.434648018013498
630.957344,0.0027490133295841974,0.045466034309090145,0.06046301093461718,-24.370204592806655
1000.0,0.003456036939105358,0.045511725281795694,0.07593728687951419,-22.39089847163177
1584.893192,0.0042376202859473015,0.04520677456415802,0.09373861167496518,-20.561629658596235
2511.886432,0.004785731091771524,0.04527699622717631,0.105698952902247,-19.518586299457642
3981.071706,0.0052486622597447494,0.04551391440176166,0.11531994838795045,-18.761911213091327
6309.573445,0.004890996993884444,0.04043779203396242,0.12095113872133895,-18.34780077042137
10000.0,0.0055485437520096745,0.04551557406445755,0.1219042902579241,-18.279620194022034
