freq,vout_pp,vin_pp,gain,gain_db
1.0,0.0009919371852375204,0.04543520340960093,0.021831908097673748,-33.218166110300366
1.584893,0.0007173261485410928,0.04072875735411095,0.017612276807376977,-35.08368994940619
2.511886,0.0008897240197892614,0.03888765803525584,0.022879341794834522,-32.81112947431375
3.981072,0.0009594166454709592,0.045504664212219124,0.021083918804379004,-33.52097329903541
6.309573,0.0007558448940915966,0.042744417489054484,0.017682891439218817,-35.04893438665654
10.0,0.0009474067877915784,0.045411681908018794,0.02086262274342861,-33.61262190342645
15.848932,0.0009408727583958778,0.044788176383810815,0.02100716828327859,-33.55264971040517
25.118864,0.0008660010451090418,0.04506022707377125,0.019218745695427832,-34.325499196335926
39.810717,0.0008867906428108061,0.04434451049308197,0.019997754692751682,-33.98037526600895
63.095734,0.0009370119655360185,0.045222443444197936,0.02072006495385949,-33.672177749715104
100.0,0.001140169042660521,0.045438326223448726,0.02509267258335167,-32.00906160321096
158.489319,0.0013125764198796469,0.03880478033686677,0.033825121762965475,-29.415212627266758
251.188643,0.0020250748827484086,0.04445926972486939,0.04554899113908821,-26.830424754754524
398.107171,0.002918089197363542,0.045088989854147325,0.06471844250232485,-23.779438857824523
630.957344,0.003853724598118876,0.045394886601495134,0.0848933632536478,-21.42252520925078
1000.0,0.004554580168123381,0.04540838084792971,0.1003026331940007,-19.9737533103567
1584.893192,0.005084058268891846,0.04508938169755676,0.11275511168003738,-18.957275210887012
2511.886432,0.005339183209304049,0.04510605958640338,0.11836953301310926,-18.535201314927356
3981.071706,0.0055006613748343255,0.04547993629413262,0.12094698944299022,-18.348098748533822
6309.573445,0.004949990982724914,0.04039529799212129,0.12253879111599478,-18.234528168712345
10000.0,0.005488252586384492,0.04555567606718922,0.12047351856418441,-18.38216810831358
