freq,vout_pp,vin_pp,gain,gain_db
1.0,0.08540911952375724,0.0047175211065012485,18.104660815625042,25.15580785753479
1.584893,0.08018668838173793,0.004275866262525888,18.753320019501533,25.461563295685874
2.511886,0.07862485980035762,0.0041544627498476165,18.925397707138316,25.540900294697945
3.981072,0.09681679444075952,0.004716760699831921,20.526119640585016,26.24613711896299
6.309573,0.09303348778768367,0.004543533734116513,20.47602003900912,26.224910918078734
10.0,0.10237693815067629,0.004775809053915033,21.436564359027596,26.623103643289973
15.848932,0.10259798966699539,0.004744083637916199,21.62651367421101,26.699730283293018
25.118864,0.10389244482590956,0.004769674279019168,21.781874138221852,26.761904884769237
39.810717,0.1038649534990434,0.00470364826842234,22.08178579090076,26.880683851951925
63.095734,0.10545504665908724,0.004724643835135804,22.320210864329855,26.973965863359485
100.0,0.1033596975040064,0.004831245656090573,21.39400578269181,26.605842177115587
158.489319,0.08177612462968344,0.004110008974179445,19.89682386180431,25.975675106704955
251.188643,0.07888735422767779,0.004651606898924823,16.959161842741246,24.588087694183606
398.107171,0.05911013251427522,0.004658163787239623,12.689577956919209,22.068943562415576
630.957344,0.036337027350120614,0.004785968267131236,7.59240875031991,17.607591620707787
1000.0,0.018801267277067112,0.00481017256416728,3.908647148571045,11.840529329109406
1584.893192,0.008627072631373758,0.0047714206660865125,1.8080721099884967,5.144314942538994
2511.886432,0.0036798338587337985,0.004679181936895918,0.7864267533001573,-2.086834414886683
3981.071706,0.0014780998527373055,0.004805543415973488,0.30758224924659805,-10.240774630773306
6309.573445,0.0004621143221969014,0.004151083603954544,0.11132378103795997,-19.068241031302577
10000.0,0.0001376023253893918,0.004771461421435179,0.028838612164237772,-30.80051287067217
